413412,249,1295136,413572,1295175,40,9493,648752
413582,250,1295176,413842,1295249,74,9567,648826
413850,251,1295256,413991,1295289,34,9601,648866
414001,252,1295296,414136,1295332,37,9638,648909
414144,253,1295336,414301,1295378,43,9681,648955
414310,254,1295384,414491,1295429,46,9727,649006
414500,255,1295432,414620,1295464,33,9760,649041
414629,256,1295472,414777,1295505,34,9794,649082
414788,257,1295512,414951,1295545,34,9828,649122
414970,258,1295552,415136,1295592,41,9869,649169
415179,259,1295776,419987,1297142,1367,11236,650719
420193,260,1298144,420245,1298151,8,11244,651694
